year,month,day,miezi,region,district,village,landing_site,fishers_from,district_from,craft_type,craft_length,registration_number,number_of_fishers,propulsion_mode,gear_type,fishing_ground,fish_species,priority,count,weight,value,longitude,latitude
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 886,1,NA,GN,Nganje,saradini,Small Pelagic,231,11,25000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 886,1,NA,GN,Nganje,saradini,Small Pelagic,231,11,25000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,195,8,20000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,195,8,20000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,195,8,20000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,195,8,20000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,195,8,20000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,251,12,25000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,251,12,25000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,251,12,25000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,251,12,25000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,251,12,25000,39.3004263,-7.3955959
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,428,20,420000,39.3220372,-7.4001784
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,428,20,420000,39.3220372,-7.4001784
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,428,20,420000,39.3220372,-7.4001784
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,428,20,420000,39.3220372,-7.4001784
2019,12,31,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,428,20,420000,39.3220372,-7.4001784
2019,12,29,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,NA,2,NA,GN,Nganje,saradini,Small Pelagic,200,10,20000,NA,NA
2019,12,29,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,NA,2,NA,GN,Nganje,saradini,Small Pelagic,200,10,20000,NA,NA
2019,12,29,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,NA,2,NA,GN,Nganje,saradini,Small Pelagic,200,10,20000,NA,NA
2019,12,29,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,NA,2,NA,GN,Nganje,saradini,Small Pelagic,200,10,20000,NA,NA
2019,12,29,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,NA,2,NA,GN,Nganje,saradini,Small Pelagic,200,10,20000,NA,NA
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,172,8,17000,39.3001332,-7.3960784
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,172,8,17000,39.3001332,-7.3960784
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,172,8,17000,39.3001332,-7.3960784
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,172,8,17000,39.3001332,-7.3960784
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,172,8,17000,39.3001332,-7.3960784
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,228,11,25000,39.3436528,-7.4038659000000004
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,228,11,25000,39.3436528,-7.4038659000000004
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,228,11,25000,39.3436528,-7.4038659000000004
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,228,11,25000,39.3436528,-7.4038659000000004
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,228,11,25000,39.3436528,-7.4038659000000004
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,fenneropenaeus indicus,Prawn,66,1.2,6000,39.3001332,-7.3960784
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,196,9,20000,39.3436528,-7.4038659000000004
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,196,9,20000,39.3436528,-7.4038659000000004
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,196,9,20000,39.3436528,-7.4038659000000004
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,196,9,20000,39.3436528,-7.4038659000000004
2019,12,27,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,196,9,20000,39.3436528,-7.4038659000000004
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,109,4,10000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,109,4,10000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,109,4,10000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,109,4,10000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,109,4,10000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Dendeni,Triuchurus lepturus,Reef Fish,42,6,12000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,1,NA,GN,Dendeni,saradini,Small Pelagic,205,8,20000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,1,NA,GN,Dendeni,saradini,Small Pelagic,205,8,20000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,1,NA,GN,Dendeni,saradini,Small Pelagic,205,8,20000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,1,NA,GN,Dendeni,saradini,Small Pelagic,205,8,20000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,1,NA,GN,Dendeni,saradini,Small Pelagic,205,8,20000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,123,5,12000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,123,5,12000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,123,5,12000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,123,5,12000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Kwale,saradini,Small Pelagic,123,5,12000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Dendeni,saradini,Small Pelagic,152,6,15000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Dendeni,saradini,Small Pelagic,152,6,15000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Dendeni,saradini,Small Pelagic,152,6,15000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Dendeni,saradini,Small Pelagic,152,6,15000,39.343455,-7.4046749
2019,12,23,Dec,Pwani,Mkuranga,Kisiju,DOBI,Wenyeji ndani ya wilaya,NA,DC,NA,UR,2,NA,GN,Dendeni,saradini,Small Pelagic,152,6,15000,39.343455,-7.4046749
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,Triuchurus lepturus,Reef Fish,37,8,35000,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,125,6,12500,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,125,6,12500,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,125,6,12500,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,125,6,12500,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,125,6,12500,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,221,11,22000,NA,NA
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,221,11,22000,NA,NA
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,221,11,22000,NA,NA
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,221,11,22000,NA,NA
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,221,11,22000,NA,NA
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 886,1,NA,GN,Nganje,saradini,Small Pelagic,109,5,11000,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 886,1,NA,GN,Nganje,saradini,Small Pelagic,109,5,11000,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 886,1,NA,GN,Nganje,saradini,Small Pelagic,109,5,11000,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 886,1,NA,GN,Nganje,saradini,Small Pelagic,109,5,11000,39.3001332,-7.3960784
2019,12,21,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 886,1,NA,GN,Nganje,saradini,Small Pelagic,109,5,11000,39.3001332,-7.3960784
2019,12,15,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,2,NA,GN,Nganje,Otolithes ruber,Reef Fish,59,10,45000,NA,NA
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,195,9,20000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,195,9,20000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,195,9,20000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,195,9,20000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,195,9,20000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 222,2,NA,GN,Nganje,saradini,Small Pelagic,318,15,32000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 222,2,NA,GN,Nganje,saradini,Small Pelagic,318,15,32000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 222,2,NA,GN,Nganje,saradini,Small Pelagic,318,15,32000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 222,2,NA,GN,Nganje,saradini,Small Pelagic,318,15,32000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 222,2,NA,GN,Nganje,saradini,Small Pelagic,318,15,32000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,fenneropenaeus indicus,Prawn,371,7,35000,39.3001332,-7.3960784
2019,12,14,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,Otolithes ruber,Reef Fish,59,11,45000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,231,11,23000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,231,11,23000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,231,11,23000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,231,11,23000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,231,11,23000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,194,9,20000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,194,9,20000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,194,9,20000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,194,9,20000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,194,9,20000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,247,12,25000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,247,12,25000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,247,12,25000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,247,12,25000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 687,1,NA,GN,Nganje,saradini,Small Pelagic,247,12,25000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,321,15,35000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,321,15,35000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,321,15,35000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,321,15,35000,39.3001332,-7.3960784
2019,12,12,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,321,15,35000,39.3001332,-7.3960784
2019,12,10,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,100,5,10000,NA,NA
2019,12,10,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,100,5,10000,NA,NA
2019,12,10,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,100,5,10000,NA,NA
2019,12,10,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,100,5,10000,NA,NA
2019,12,10,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,2,NA,GN,Nganje,saradini,Small Pelagic,100,5,10000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 886,1,NA,GN,Nganje,Triuchurus lepturus,Reef Fish,58,10,35000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,245,12,25000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,245,12,25000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,245,12,25000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,245,12,25000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,245,12,25000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,352,17,35000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,352,17,35000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,352,17,35000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,352,17,35000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG 1015,2,NA,GN,Nganje,saradini,Small Pelagic,352,17,35000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,600,30,60000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,600,30,60000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,600,30,60000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,600,30,60000,NA,NA
2019,12,5,Dec,Pwani,Mkuranga,Nganje,NGANJE,Wenyeji ndani ya wilaya,NA,DC,NA,CAG,1,NA,GN,Nganje,saradini,Small Pelagic,600,30,60000,NA,NA
